ID;longitude;latitude
1;55,49859553;-21,0533553
2;55,49739885;-21,0527395
3;55,50414202;-21,0597275
4;55,50358852;-21,0592619
5;55,54995369;-21,3169956
6;55,58144267;-21,3566853
7;55,43313402;-21,2944768
9;55,54281616;-21,0273357
10;55,54235399;-21,0194546
11;55,5221403;-21,0497226
13;55,52233938;-21,0353974
14;55,51205387;-21,030529
15;55,55775249;-21,2824384
16;55,57607892;-21,3419519
17;55,56666124;-21,3288008
18;55,57862189;-21,3302031
19;55,45956393;-21,2804578
20;55,6584404;-21,3536867
21;55,58077896;-21,3364814
22;55,57721873;-21,3337413
23;55,65357175;-21,3292845
24;55,8078574;-21,1829527
25;55,6204784;-21,0108918
26;55,679965;-21,352439
27;55,52398463;-21,0324758
29;55,54492213;-21,2473695
30;55,54569697;-21,2508901
31;55,55032043;-21,2412192
35;55,54742717;-21,2532898
36;55,54778272;-21,2573217
37;55,54778973;-21,2438261
39;55,5465602;-21,2444208
40;55,53879261;-21,2474972
41;55,54712211;-21,2441094
42;55,53871495;-21,244624
43;55,54736182;-21,2442289
44;55,54796784;-21,2433489
45;55,54570931;-21,2457052
46;55,54595373;-21,245346
47;55,54611955;-21,2451396
48;55,54527318;-21,2489082
49;55,54782202;-21,2483972
53;55,54510044;-21,2547241
55;55,54550051;-21,2551973
56;55,5352547;-21,2447385
57;55,53504194;-21,2448179
58;55,54607588;-21,2456632
59;55,5458411;-21,2460225
60;55,54353712;-21,2490739
62;55,54364862;-21,2416496
63;55,54453384;-21,2417746
64;55,54741349;-21,2409232
65;55,54775776;-21,2411882
66;55,54268266;-21,0282017
67;55,51716512;-21,2499461
68;55,54853584;-21,243399
69;55,51706452;-21,2503697
70;55,52219869;-21,2389427
71;55,51876535;-21,2489123
72;55,51805981;-21,2500894
73;55,51831661;-21,2504259
77;55,51490099;-21,2364577
83;55,49142533;-21,2540174
85;55,51025782;-21,2392532
86;55,51779197;-21,2537455
88;55,51625035;-21,2498838
99;55,57731593;-21,3106531
101;55,51910525;-21,2496108
104;55,32374881;-21,0175581
105;55,70913587;-21,116561
106;55,51857886;-21,2492539
107;55,52872633;-21,2306983
108;55,52948882;-21,2305604
113;55,48302759;-21,2667238
123;55,57774427;-21,3402316
124;55,5777407;-21,343601
134;55,55473089;-21,3381112
135;55,55492203;-21,3372998
153;55,57022166;-21,3384514
168;55,57724037;-21,344491
169;55,57681546;-21,3445597
170;55,5770451;-21,3447423
183;55,5771569;-21,3121513
196;55,57160896;-21,3186444
199;55,55435482;-21,3518835
204;55,55026178;-21,3582346
205;55,57654453;-21,3596338
207;55,57408929;-21,3243473
224;55,56147814;-21,334348
228;55,58841945;-21,3390479
229;55,58799533;-21,3390353
237;55,58238957;-21,3614989
238;55,58173659;-21,3612134
239;55,58082214;-21,3600404
240;55,5852825;-21,3574855
241;55,58233348;-21,3573071
242;55,58118979;-21,3579117
243;55,58101467;-21,3580728
244;55,58055802;-21,3574276
245;55,55884183;-21,358453
246;55,55789088;-21,3580745
261;55,58587452;-21,3400021
262;55,5838498;-21,3389914
263;55,58467494;-21,3394139
271;55,56462746;-21,3337065
277;55,56455164;-21,3196953
278;55,56462226;-21,3203644
283;55,53913101;-21,3614443
287;55,54650037;-21,3485276
292;55,55486869;-21,3378233
298;55,58036234;-21,360723
300;55,58036953;-21,3569743
301;55,58096247;-21,3574852
302;55,58142886;-21,3571188
303;55,5831171;-21,3580454
304;55,58260737;-21,3569029
305;55,58320197;-21,3572421
306;55,58567831;-21,3554292
307;55,58477415;-21,3451508
310;55,58671207;-21,3401356
311;55,54397319;-21,3544766
312;55,58717935;-21,3587842
313;55,55291026;-21,3438406
314;55,57897488;-21,3606029
316;55,54495391;-21,3576919
317;55,54588506;-21,3561643
318;55,58532812;-21,3446948
323;55,57069731;-21,3689425
328;55,55362244;-21,3498718
329;55,56596422;-21,3697332
333;55,55911965;-21,3625835
334;55,56767651;-21,3622412
335;55,56152396;-21,34349
336;55,5619365;-21,3437013
338;55,55413587;-21,3476631
344;55,58186845;-21,3354788
345;55,57249278;-21,3199617
346;55,57241135;-21,31941
347;55,57185376;-21,3202453
348;55,57132515;-21,3200782
349;55,57043236;-21,3206849
350;55,56097292;-21,3495646
351;55,56025971;-21,3495314
352;55,56071772;-21,3490385
353;55,55973651;-21,3497889
354;55,55879906;-21,349022
355;55,56014807;-21,3491149
356;55,55940515;-21,3491627
357;55,55912159;-21,3702708
358;55,57271596;-21,3606582
359;55,55787613;-21,3497277
360;55,55970909;-21,3496351
361;55,57677855;-21,3113984
362;55,57740188;-21,3117379
376;55,58089589;-21,3283344
386;55,58229161;-21,3365935
388;55,55536099;-21,3377643
389;55,58223811;-21,3371441
390;55,55195266;-21,3382589
391;55,58608445;-21,3402297
394;55,56231083;-21,3438761
399;55,58548622;-21,3453014
400;55,55443697;-21,3474399
406;55,57612919;-21,3527199
407;55,58177166;-21,3525599
408;55,54441341;-21,3548147
409;55,54464793;-21,3545005
412;55,58054098;-21,3581952
413;55,5867656;-21,3586904
415;55,55053256;-21,3581557
416;55,5399549;-21,3610178
418;55,53990069;-21,3616226
421;55,57266563;-21,3598809
422;55,58071997;-21,3606357
427;55,55394545;-21,3680493
428;55,5542702;-21,3683682
429;55,56173708;-21,3690737
430;55,56225327;-21,3685542
431;55,56262313;-21,3682051
432;55,56873692;-21,3682303
433;55,5672865;-21,3706117
434;55,56732973;-21,3701333
435;55,56762418;-21,3705965
436;55,56738442;-21,3704589
437;55,56783239;-21,3700111
438;55,56817718;-21,3692643
449;55,5690463;-21,3661643
450;55,56896022;-21,3660913
451;55,55892892;-21,3495471
458;55,53924564;-21,2142227
459;55,69586739;-21,1101358
464;55,60702106;-21,3346865
487;55,29177602;-21,07793
489;55,3339421;-21,0127173
497;55,55189367;-21,295125
500;55,7274331;-21,0956866
526;55,4861092;-21,2697595
552;55,60751236;-21,3296229
574;55,43430529;-21,2949122
575;55,5655835;-21,2699943
613;55,25994992;-21,0630824
650;55,68311619;-21,0462135
655;55,4883911;-21,3236799
661;55,48781532;-21,3234218
675;55,40823399;-21,202497
690;55,35413482;-21,2316055
711;55,23282699;-21,0261127
735;55,53451434;-21,3185149
744;55,4695867;-21,2291876
748;55,4814822;-21,2351033
757;55,49057781;-21,3012074
797;55,61231261;-21,319482
800;55,29185713;-21,0775695
815;55,6968854;-21,031992
842;55,57289615;-21,3061533
850;55,27724803;-21,042493
855;55,46993262;-21,2283416
884;55,32158568;-21,1622129
886;55,59404213;-21,3318052
950;55,60885552;-21,3395255
962;55,59908645;-21,3620456
972;55,52649281;-21,2295587
975;55,48954636;-21,2710189
980;55,48743405;-21,2881626
983;55,61444671;-21,348876
1015;55,69498771;-21,0267107
1027;55,61003675;-21,3349102
1056;55,7340841;-21,0753288
1057;55,59762382;-21,3343464
1058;55,29211233;-21,0366635
1071;55,5914622;-20,9689097
1095;55,3709526;-21,2818278
1120;55,61489993;-21,3252576
1181;55,54715902;-21,3178748
1187;55,32136859;-21,0359614
1206;55,38671363;-21,2558208
1210;55,29186044;-21,1243943
1223;55,27673385;-21,0562353
1278;55,32611666;-21,1788687
1289;55,69071897;-21,1087953
1301;55,63782502;-21,367125
1339;55,58642982;-20,9763118
1348;55,23824951;-21,0378479
1359;55,5971606;-21,3414879
1360;55,26717511;-21,0557316
1365;55,59553972;-21,3507063
1366;55,54162499;-21,0320861
1382;55,47082122;-21,2243842
1383;55,47095562;-21,2244306
1404;55,59397353;-21,3298986
1428;55,5916037;-21,3357594
1429;55,3881605;-21,2583367
1439;55,59180807;-21,3396003
1454;55,69470218;-21,0318759
1490;55,22573753;-21,0431191
1526;55,56097562;-21,2750858
1529;55,6990751;-21,1110277
1546;55,61547596;-21,3214051
1560;55,30650893;-21,048279
1585;55,60847283;-21,3248974
1605;55,27369456;-21,0577852
1608;55,6136905;-21,322637
1630;55,59240962;-21,3381961
1640;55,51863164;-21,2343316
1657;55,68973192;-21,1093748
1684;55,5955203;-21,3304716
1723;55,55096221;-21,3163901
1743;55,48731739;-21,3023886
1745;55,35089385;-21,0090616
1776;55,46457877;-21,1497598
1783;55,46484183;-21,2575622
1789;55,46425921;-21,2589209
1790;55,4656968;-21,1468522
1809;55,44233356;-21,2555943
1841;55,60918599;-21,331064
1845;55,55143803;-21,295392
1912;55,49167879;-21,2707579
1914;55,49466681;-21,2782821
1946;55,30261368;-21,0540752
1947;55,30195922;-21,0549358
1948;55,54237523;-21,2829203
1951;55,59443313;-21,3555208
1952;55,59454315;-21,3561179
1957;55,34914591;-21,2124257
1959;55,54298693;-21,0236244
1966;55,5076526;-21,0550972
1967;55,52671102;-21,0507108
1969;55,5423517;-21,0305747
1970;55,54227425;-21,0296346
1971;55,5426575;-21,0298004
1972;55,54275827;-21,0293316
1977;55,5184538;-21,2309155
1979;55,51375747;-21,2323105
1980;55,51326927;-21,2329566
1981;55,51500239;-21,2359528
1982;55,51422226;-21,2368853
1983;55,51517847;-21,2366499
1990;55,52706096;-21,2499515
1991;55,5194501;-21,2507791
1992;55,51885614;-21,2513972
1994;55,51789303;-21,250386
1997;55,50921806;-21,2401292
1998;55,50433706;-21,2406912
2003;55,56209181;-21,275267
2012;55,50654392;-21,0533711
2013;55,50687628;-21,0538167
2014;55,50731034;-21,0546787
2016;55,54684228;-21,2116957
2017;55,54792696;-21,2111089
2018;55,54862501;-21,2116388
2020;55,54743756;-21,2118996
2022;55,54492491;-21,2539548
2024;55,51362081;-21,028727
2025;55,50843669;-21,0304793
2029;55,51430054;-21,2309964
2030;55,59872885;-21,3357558
2032;55,59551803;-21,3519708
2033;55,5989834;-21,3363631
2035;55,80167227;-21,1520127
2036;55,55878221;-21,2816072
2037;55,55909108;-21,2825493
2038;55,71956485;-21,3606409
2047;55,52429387;-21,2220419
2049;55,52184599;-21,2221289
2050;55,52389152;-21,2266543
2051;55,31709858;-21,0246644
2052;55,49837087;-21,0536875
2053;55,44249817;-21,2344317
2054;55,47440785;-21,2334768
2055;55,52030782;-21,2362884
2056;55,32161484;-21,2363524
2057;55,60984242;-21,3401841
2058;55,3501811;-21,0082688
2061;55,53216624;-21,0429531
2063;55,53365634;-21,0519362
2064;55,53505527;-21,0515688
2067;55,540869;-21,29101
2068;55,52775615;-21,2313763
2070;55,55972593;-21,2797092
2071;55,55976831;-21,2803058
2072;55,27772533;-21,0954646
2073;55,52060669;-21,0364483
2074;55,52129353;-21,0360748
2075;55,52039626;-21,0372956
2078;55,56845304;-21,3070731
2079;55,56726344;-21,3074785
2080;55,70367556;-21,3460201
2081;55,53977149;-21,226377
2082;55,43131076;-21,2500814
2086;55,68649262;-21,0628077
2087;55,68744448;-21,0607192
2088;55,68602281;-21,0626053
2089;55,68546886;-21,0621222
2093;55,54599607;-21,301849
2095;55,31644444;-21,0725763
2096;55,50150648;-21,2452459
2098;55,58925708;-20,9753415
2101;55,37679858;-21,2285462
2102;55,70206518;-21,3449327
2104;55,29347651;-21,0435962
2105;55,60832129;-21,3286992
2106;55,53251193;-21,238563
2112;55,47967796;-21,2654019
2114;55,53830471;-21,2354156
2115;55,53895508;-21,2349244
2116;55,53867372;-21,2341451
2123;55,32633676;-21,1670111
2124;55,52108851;-21,029551
2125;55,5205485;-21,0296727
2126;55,52029907;-21,0305739
2127;55,52000768;-21,0308514
2128;55,52026379;-21,031224
2129;55,52055303;-21,0311633
2130;55,52060532;-21,0317148
2131;55,5188925;-21,0297848
2133;55,58523394;-20,9776749
2136;55,585615;-20,9790873
2138;55,58630142;-20,9787136
2142;55,70782063;-21,112793
2151;55,42162619;-21,3151988
2155;55,45724248;-21,3209671
2156;55,45761629;-21,3248637
2157;55,59413129;-21,3416703
2168;55,5546773;-21,2844807
2170;55,45764808;-21,3208986
2173;55,42419933;-21,3143558
2175;55,33644063;-20,9947304
2177;55,34240333;-21,0009037
2178;55,34191171;-21,0009983
2180;55,47001089;-21,2431655
2181;55,47055944;-21,2422943
2182;55,57655444;-21,3106467
2183;55,50698962;-21,0521014
2184;55,50710903;-21,0526715
2185;55,53942557;-21,2125802
2186;55,53932183;-21,2123535
2187;55,53973656;-21,2123029
2188;55,51688665;-21,2315521
2189;55,51728272;-21,2314472
2190;55,51724024;-21,2308777
2191;55,51791865;-21,2304772
2192;55,53737219;-21,2146853
2193;55,53805753;-21,2145467
2194;55,53839548;-21,2144683
2197;55,70491195;-21,1118222
2200;55,55630345;-21,2817937
2203;55,55309824;-21,2941688
2205;55,70336012;-21,1142495
2212;55,48712725;-21,3040128
2213;55,48815979;-21,3020167
2215;55,51944375;-21,229226
2216;55,51854573;-21,2265352
2217;55,52671356;-21,2170316
2218;55,52741728;-21,2169835
2219;55,5300544;-21,2152902
2220;55,52979199;-21,2155228
2221;55,53034576;-21,2160244
2222;55,53867545;-21,2144075
2223;55,53980593;-21,214065
2224;55,53696616;-21,2128751
2225;55,53736859;-21,2130954
2226;55,53791916;-21,2129466
2227;55,53494529;-21,2126589
2228;55,5299411;-21,2131122
2229;55,53253813;-21,2135142
2230;55,53185822;-21,2140774
2231;55,54003969;-21,2402363
2232;55,52128169;-21,2275167
2233;55,52160301;-21,2271763
2234;55,52166954;-21,2272672
2236;55,53490321;-21,2178978
2237;55,5404083;-21,2223627
2238;55,54088308;-21,2220868
2239;55,54564346;-21,2219653
2246;55,54720196;-21,2123492
2247;55,54282914;-21,2122754
2248;55,54717501;-21,2062425
2249;55,55545164;-21,2149584
2251;55,55062846;-21,2796492
2253;55,5588652;-21,2810026
2255;55,5586953;-21,2836028
2256;55,55304045;-21,2823438
2257;55,54050688;-21,2827776
2258;55,53561283;-21,2874414
2259;55,55475314;-21,2885553
2260;55,55495704;-21,2893881
2261;55,5422555;-21,2921331
2262;55,54516145;-21,2965483
2263;55,55083252;-21,2952152
2264;55,55162469;-21,2950323
2280;55,33808046;-21,0134172
2281;55,33756786;-21,0136651
2282;55,33822705;-21,014078
2290;55,32119536;-21,0282367
2340;55,27943989;-21,0401397
2341;55,27983909;-21,0397282
2342;55,28036237;-21,0410794
2345;55,30277636;-21,0448184
2353;55,30725452;-21,0512672
2372;55,3001949;-21,0569324
2375;55,25423831;-21,0602418
2376;55,25427943;-21,0600164
2377;55,25411498;-21,0617399
2395;55,30704125;-21,0701162
2401;55,25753437;-21,084573
2403;55,28811715;-21,0873322
2436;55,54657495;-21,2968948
2437;55,54732973;-21,2818791
2438;55,55612499;-21,2714401
2439;55,5493969;-21,2725566
2440;55,27781502;-21,1352265
2441;55,31720922;-21,0713193
2442;55,31587433;-21,0736365
2443;55,31994531;-21,0719064
2444;55,32156543;-21,0707482
2445;55,32177409;-21,0710213
2446;55,2944399;-21,0645976
2448;55,30119247;-21,0699223
2449;55,28091218;-21,0945395
2450;55,25858524;-21,0662388
2451;55,27486523;-21,053895
2456;55,3145927;-21,0302037
2458;55,3232326;-21,0284465
2459;55,33873015;-21,0216343
2461;55,32265293;-21,0363986
2463;55,50701368;-21,0545135
2464;55,50768499;-21,0537786
2465;55,50668159;-21,0540408
2466;55,50896603;-21,0700769
2467;55,5334468;-21,0507329
2468;55,53373334;-21,0509522
2469;55,53415441;-21,0511907
2470;55,5335167;-21,0514562
2471;55,53454678;-21,0523955
2472;55,53487634;-21,0511698
2474;55,5352817;-21,0510468
2475;55,54231897;-21,0289936
2477;55,29154681;-21,0364772
2478;55,29989841;-21,0559269
2479;55,50586166;-21,0532748
2480;55,50638332;-21,0530716
2481;55,5344851;-21,0508322
2483;55,22909342;-21,0327037
2515;55,23462838;-21,0234579
2517;55,48046217;-21,2641082
2518;55,41690451;-21,2086847
2519;55,41036807;-21,2055973
2520;55,41070134;-21,2050585
2521;55,41101235;-21,2047994
2522;55,40103702;-21,2062318
2523;55,40072132;-21,2069244
2524;55,39953021;-21,2092977
2525;55,39943915;-21,2088091
2526;55,41402155;-21,2080434
2527;55,41905339;-21,2113244
2528;55,60655332;-21,3219366
2529;55,69223525;-21,3649741
2530;55,64980482;-21,3205461
2531;55,53230084;-21,198535
2532;55,53254717;-21,1970015
2533;55,46395446;-21,2390546
2534;55,54331249;-21,2248629
2535;55,58665981;-20,9774248
2536;55,27868766;-21,0670671
2537;55,58056999;-21,3361544
2538;55,34540664;-21,0146629
2539;55,53390202;-21,2451151
2540;55,24955941;-21,0637344
2541;55,72465684;-21,1254324
2542;55,5948279;-20,9339501
2543;55,59506877;-20,9328681
2544;55,5864089;-21,3415874
2545;55,48509362;-21,2192195
2546;55,5391825;-21,2607252
2547;55,52159386;-21,0309917
2548;55,54146958;-21,0282817
2549;55,5246085;-21,2214033
2550;55,6988365;-21,1074756
2551;55,69848656;-21,1078614
2552;55,69827667;-21,1076429
2553;55,70171907;-21,108112
2554;55,57292907;-21,3216998
2555;55,27752139;-21,082266
2556;55,47033757;-21,2255089
2557;55,67063471;-21,0982321
2558;55,69076295;-21,1081723
2559;55,69131189;-21,1081494
2560;55,68991852;-21,1078586
2561;55,71035725;-21,1167149
2562;55,52901095;-21,2311434
2564;55,48048737;-21,2644698
2565;55,48001411;-21,2645739
2566;55,54033683;-21,3614005
2567;55,54050021;-21,3614562
2569;55,54612464;-21,3494729
2572;55,30330141;-21,2312103
2576;55,30087003;-21,229009
2577;55,30145253;-21,2286175
2582;55,32203153;-21,1619554
2583;55,57139449;-21,369644
2584;55,57134338;-21,3699417
2585;55,56734291;-21,3687784
2587;55,44979472;-21,2608299
2588;55,25001129;-21,0621222
2589;55,42685854;-21,2574017
2592;55,57507121;-21,3574262
2594;55,57430834;-21,3545472
2595;55,57462618;-21,354586
2596;55,55890734;-21,3497817
2597;55,56072321;-21,3494631
2598;55,55878262;-21,3497174
2599;55,55819422;-21,3497395
2603;55,58256959;-21,3508051
2605;55,58303743;-21,3502851
2606;55,58279004;-21,3499398
2608;55,58212814;-21,3355443
2609;55,58184535;-21,3348734
2612;55,55629493;-21,3280436
2613;55,55613715;-21,3284036
2617;55,59859937;-21,3351766
2618;55,41509058;-21,3089048
2619;55,22843515;-21,033862
2639;55,70152788;-21,0580992
2643;55,65792668;-21,0951599
2644;55,65816707;-21,0951889
2645;55,65890812;-21,0962788
2650;55,6071466;-21,310144
2651;55,60824859;-21,3128902
2652;55,60699462;-21,3129702
2654;55,60694943;-21,3146952
2655;55,60529545;-21,3142569
2661;55,60745907;-21,3168764
2662;55,60691833;-21,3179921
2664;55,60745452;-21,3214473
2665;55,60890972;-21,3215045
2666;55,60840232;-21,3221507
2667;55,6083688;-21,3226382
2671;55,60752238;-21,324474
2680;55,61418322;-21,3235534
2682;55,61470298;-21,3215884
2684;55,61180684;-21,3199566
2685;55,61146269;-21,3196466
2688;55,6168898;-21,3227898
2689;55,61737713;-21,3232545
2690;55,61674113;-21,324252
2697;55,6104152;-21,3377227
2698;55,61047906;-21,3360611
2699;55,61016747;-21,335363
2700;55,60910893;-21,3351464
2701;55,61001905;-21,3408811
2702;55,61032374;-21,3412901
2703;55,61028039;-21,3305401
2704;55,60676499;-21,3138084
2711;55,60347668;-21,3302217
2712;55,56631524;-21,3078407
2713;55,55099212;-21,3153064
2714;55,53572685;-21,3187332
2716;55,57408279;-21,3030559
2717;55,58691907;-21,2983675
2718;55,57287173;-21,3206514
2719;55,572328;-21,322047
2720;55,5724821;-21,32306
2721;55,57225723;-21,3233833
2727;55,70209107;-21,0874635
2728;55,70140215;-21,0869885
2729;55,69461987;-21,1107766
2730;55,69554672;-21,1093745
2731;55,69980808;-21,1053511
2732;55,70986803;-21,0908834
2733;55,72306665;-21,1121135
2734;55,711515;-21,1142033
2735;55,71126704;-21,1139304
2736;55,75099642;-21,1016887
2738;55,72517743;-21,125355
2739;55,68575087;-21,0617902
2742;55,56663799;-21,2705723
2743;55,53331501;-21,0504337
2745;55,5334683;-21,0210132
2747;55,50417026;-21,0617151
2748;55,4699282;-21,0270567
2749;55,60789832;-21,0011685
2750;55,5339216;-21,0208997
2754;55,53463595;-21,0226222
2755;55,4880305;-21,0322954
2757;55,63423108;-20,9796918
2758;55,53880529;-21,021285
2760;55,53856314;-21,0224392
2761;55,4954887;-21,0302297
2763;55,52926262;-21,0525125
2764;55,48756917;-21,0341521
2766;55,49838732;-21,0309328
2767;55,49026274;-21,0332456
2768;55,50462475;-21,0624598
2769;55,50827861;-21,0666292
2773;55,46480995;-21,0270377
2774;55,48966137;-21,029907
2775;55,50765404;-21,0655668
2776;55,46376011;-21,0309035
2777;55,52011156;-21,0300754
2778;55,50722446;-21,0594294
2779;55,46509412;-21,0274739
2780;55,47728246;-21,0285861
2781;55,47666793;-21,0294117
2783;55,64112765;-20,9828817
2784;55,64178248;-20,9838626
2792;55,61536465;-20,9895579
2796;55,53151923;-21,0451517
2797;55,53239404;-21,0472008
2803;55,51812557;-21,0489559
2804;55,51797731;-21,0493521
2805;55,51840282;-21,049139
2806;55,51832066;-21,0496622
2807;55,51895535;-21,0497039
2808;55,5189336;-21,0499566
2809;55,51911618;-21,0490097
2810;55,51949045;-21,0491123
2811;55,51956519;-21,0493388
2812;55,51932217;-21,048614
2813;55,515256;-21,0559497
2814;55,51537598;-21,0564657
2819;55,50908564;-21,070629
2826;55,47779672;-21,0300541
2827;55,47893212;-21,0300462
2829;55,48007889;-21,0355577
2830;55,47852793;-21,0347941
2833;55,51709489;-21,0344845
2838;55,5208758;-21,0374533
2846;55,53635205;-21,0212729
2852;55,60757095;-21,0001631
2853;55,61158136;-20,9981994
2854;55,56845633;-21,0062705
2855;55,54450626;-21,019744
2856;55,54313973;-21,0207711
2857;55,5343575;-21,021581
2858;55,53368064;-21,0219274
2859;55,51665175;-21,0306505
2860;55,51658779;-21,0332245
2861;55,50741043;-21,0291875
2863;55,47538484;-21,0325889
2864;55,47675646;-21,0330077
2865;55,47462019;-21,0311458
2866;55,47569471;-21,0295565
2867;55,46744407;-21,0347668
2868;55,4646298;-21,0380475
2869;55,47430585;-21,025163
2870;55,47497044;-21,0260361
2871;55,47155565;-21,0240814
2872;55,47253192;-21,024578
2873;55,51637228;-21,0559505
2874;55,50967152;-21,0649522
2875;55,5088022;-21,0672029
2876;55,50964681;-21,0606702
2877;55,50772689;-21,0601926
2878;55,50659544;-21,0617093
2881;55,55951059;-21,3492269
2910;55,54441139;-21,2218553
2911;55,54562487;-21,2120647
2917;55,52179312;-21,0361514
2918;55,53276922;-21,1989004
2919;55,53214317;-21,198895
2920;55,45775054;-21,3221641
2921;55,45749047;-21,3221437
2922;55,45717767;-21,3225563
2923;55,45786311;-21,3233846
2924;55,66944708;-21,0467123
2925;55,42441953;-21,2076349
2926;55,44054101;-21,2428052
2927;55,40068902;-21,2072402
2928;55,3996999;-21,2060656
2929;55,39968277;-21,206761
2930;55,39977442;-21,2071954
2931;55,47775212;-21,028762
2932;55,50889469;-21,2406684
2933;55,55472398;-21,2964681
2934;55,44535711;-21,2961528
2935;55,23483168;-21,0584515
2936;55,25401474;-21,0612602
2937;55,5427137;-21,0240195
2938;55,54310053;-21,0238151
2939;55,41076085;-21,2102981
2940;55,61489931;-21,0243427
2941;55,51362819;-21,0289529
2942;55,59256761;-21,3357856
2943;55,50978732;-21,241968
2944;55,31259428;-21,2162915
2945;55,2590793;-21,0510694
2946;55,40258892;-21,0524795
2947;55,53683504;-21,2642368
2948;55,53672333;-21,2648139
2949;55,5482007;-21,3335022
2950;55,52328593;-21,0535717
2952;55,49653056;-21,2579924
2953;55,35257291;-21,2516517
2954;55,65812766;-21,3541449
2955;55,52664408;-21,0536009
2956;55,51324844;-21,2302284
2957;55,49678024;-21,2333795
2958;55,55636842;-21,3422082
3154;55,60780979;-20,998268
3155;55,53211645;-21,0431244
3156;55,53395854;-21,0505567
3161;55,46990497;-21,2291543
3168;55,47525238;-21,1681122
3169;55,47471147;-21,1682699
3176;55,46429394;-21,1446987
3177;55,47340705;-21,1442753
3179;55,51251747;-21,0652211
3303;55,4722385;-21,1671365
3304;55,47250608;-21,1673376
3305;55,47910434;-21,1794292
3306;55,4973018;-21,1818502
3307;55,47954694;-21,1822967
3308;55,47728567;-21,1689254
3309;55,46502563;-21,148445
3310;55,46520145;-21,1482027
3311;55,46495028;-21,1482817
3312;55,46529922;-21,1480591
3313;55,46523647;-21,1476068
3314;55,46492288;-21,148137
3315;55,46477679;-21,1482982
3316;55,47306692;-21,1436399
3317;55,46939165;-21,1424233
